,JPY=X,JPY=X,JPY=X,JPY=X,JPY=X,JPY=X,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,GC=F,GC=F,GC=F,GC=F,GC=F,GC=F,CNY=X,CNY=X,CNY=X,CNY=X,CNY=X,CNY=X,UDOW,UDOW,UDOW,UDOW,UDOW,UDOW,CL=F,CL=F,CL=F,CL=F,CL=F,CL=F,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,CHFUSD=X,CHFUSD=X,CHFUSD=X,CHFUSD=X,CHFUSD=X,CHFUSD=X,^IXIC,^IXIC,^IXIC,^IXIC,^IXIC,^IXIC,000001.SS,000001.SS,000001.SS,000001.SS,000001.SS,000001.SS
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-13,91.08999633789062,91.53500366210938,90.90799713134766,91.43299865722656,91.43299865722656,0.0,1137.31005859375,1148.4000244140625,1133.1800537109375,1145.6800537109375,1145.6800537109375,4170360000.0,1.615508794784546,1.6300981044769287,1.613918423652649,1.628611445426941,1.628611445426941,0.0,1136.4000244140625,1136.4000244140625,1121.0,1136.4000244140625,1136.4000244140625,58.0,6.816800117492676,6.816800117492676,6.816800117492676,6.816800117492676,6.816800117492676,0.0,,,,,,,80.05999755859375,80.66999816894531,78.37000274658203,79.6500015258789,79.6500015258789,401627.0,1.4478065967559814,1.4577046632766724,1.4458597898483276,1.4523905515670776,1.4523905515670776,0.0,0.9816432595252991,0.9862905144691467,0.9790483713150024,0.9827043414115906,0.9827043414115906,0.0,2289.4599609375,2313.030029296875,2274.1201171875,2307.89990234375,2307.89990234375,2318350000.0,3204.97607421875,3232.818115234375,3165.485107421875,3172.657958984375,3172.657958984375,158400.0
2010-01-14,91.37000274658203,92.0270004272461,90.83999633789062,91.26699829101562,91.26699829101562,0.0,1145.6800537109375,1150.4100341796875,1143.800048828125,1148.4599609375,1148.4599609375,3915200000.0,1.62821364402771,1.6347347497940063,1.6253291368484497,1.6333998441696167,1.6333998441696167,0.0,1137.0,1145.9000244140625,1132.800048828125,1142.5999755859375,1142.5999755859375,81.0,6.817999839782715,6.817999839782715,6.816999912261963,6.816999912261963,6.816999912261963,0.0,,,,,,,79.62999725341797,80.36000061035156,78.91999816894531,79.38999938964844,79.38999938964844,275404.0,1.4524117708206177,1.4552016258239746,1.4462571144104004,1.4499897956848145,1.4499897956848145,0.0,0.9828009605407715,0.9844457507133484,0.9777082800865173,0.9817396402359009,0.9817396402359009,0.0,2303.31005859375,2322.56005859375,2303.2900390625,2316.739990234375,2316.739990234375,2254170000.0,3183.381103515625,3219.01611328125,3165.594970703125,3215.550048828125,3215.550048828125,136000.0
2010-01-15,91.26000213623047,91.30500030517578,90.60199737548828,90.75,90.75,0.0,1147.719970703125,1147.77001953125,1131.3900146484375,1136.030029296875,1136.030029296875,4758730000.0,1.6337199211120605,1.6351090669631958,1.6222968101501465,1.6269950866699219,1.6269950866699219,0.0,1132.800048828125,1133.4000244140625,1127.199951171875,1130.0999755859375,1130.0999755859375,50.0,,,,,,,,,,,,,79.19999694824219,79.30999755859375,77.69999694824219,78.0,78.0,200555.0,1.4499057531356812,1.4504104852676392,1.434576153755188,1.4390974044799805,1.4390974044799805,0.0,0.9817396402359009,0.9819324612617493,0.9725544452667236,0.9757049679756165,0.9757049679756165,0.0,2316.97998046875,2322.5400390625,2279.199951171875,2287.989990234375,2287.989990234375,2637770000.0,3217.18994140625,3241.81494140625,3197.220947265625,3224.152099609375,3224.152099609375,120600.0
2010-01-18,90.8290023803711,91.052001953125,90.58000183105469,90.70500183105469,90.70500183105469,0.0,,,,,,,1.629407525062561,1.6377333402633667,1.6254082918167114,1.63529634475708,1.63529634475708,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.437235951423645,1.4406731128692627,1.4336917400360107,1.4406731128692627,1.4406731128692627,0.0,0.9742790460586548,0.9771350622177124,0.9719117283821106,0.9769441485404968,0.9769441485404968,0.0,,,,,,,3213.636962890625,3238.241943359375,3202.2080078125,3237.097900390625,3237.097900390625,135000.0
2010-01-19,90.70999908447266,91.25499725341797,90.29000091552734,91.1989974975586,91.1989974975586,0.0,1136.030029296875,1150.449951171875,1135.77001953125,1150.22998046875,1150.22998046875,4724830000.0,1.6352159976959229,1.6457654237747192,1.6314810514450073,1.6356706619262695,1.6356706619262695,0.0,1139.699951171875,1139.699951171875,1130.5,1139.699951171875,1139.699951171875,22.0,,,,,,,,,,,,,77.8499984741211,79.1500015258789,76.76000213623047,79.0199966430664,79.0199966430664,186882.0,1.4405070543289185,1.4413999319076538,1.4256997108459473,1.4281021356582642,1.4281021356582642,0.0,0.9763718247413635,0.9775171279907227,0.9659969210624695,0.9684291481971741,0.9684291481971741,0.0,2291.02001953125,2320.39990234375,2290.679931640625,2320.39990234375,2320.39990234375,2045290000.0,3242.216064453125,3268.805908203125,3236.839111328125,3246.8740234375,3246.8740234375,130000.0
2010-01-20,91.16999816894531,91.45500183105469,90.80699920654297,91.19200134277344,91.19200134277344,0.0,1147.949951171875,1147.949951171875,1129.25,1138.0400390625,1138.0400390625,4810560000.0,1.6362327337265015,1.6371703147888184,1.6248537302017212,1.6298059225082397,1.6298059225082397,0.0,1123.300048828125,1133.0,1109.800048828125,1112.300048828125,1112.300048828125,28.0,6.817299842834473,6.817299842834473,6.817299842834473,6.817299842834473,6.817299842834473,0.0,,,,,,,78.87999725341797,79.02999877929688,76.95999908447266,77.62000274658203,77.62000274658203,303758.0,1.4284082651138306,1.4290001392364502,1.4087086915969849,1.4110342264175415,1.4110342264175415,0.0,0.9683355093002319,0.9687106609344482,0.955931544303894,0.9582215547561646,0.9582215547561646,0.0,2304.31005859375,2304.469970703125,2268.679931640625,2291.25,2291.25,2351890000.0,3252.037109375,3255.1279296875,3148.333984375,3151.85009765625,3151.85009765625,158200.0
2010-01-21,91.20999908447266,91.85800170898438,89.97799682617188,90.39299774169922,90.39299774169922,0.0,1138.6800537109375,1141.5799560546875,1114.8399658203125,1116.47998046875,1116.47998046875,6874290000.0,1.6303905248641968,1.6313214302062988,1.6131113767623901,1.620509147644043,1.620509147644043,0.0,1102.699951171875,1107.5,1090.199951171875,1102.699951171875,1102.699951171875,99.0,6.817299842834473,6.817699909210205,6.817299842834473,6.817699909210205,6.817699909210205,0.0,,,,,,,77.55999755859375,78.36000061035156,75.66000366210938,76.08000183105469,76.08000183105469,327417.0,1.411113977432251,1.414027214050293,1.4030951261520386,1.4097015857696533,1.4097015857696533,0.0,0.9583134055137634,0.9609841108322144,0.9530163407325745,0.9600614309310913,0.9600614309310913,0.0,2298.22998046875,2308.97998046875,2259.820068359375,2265.699951171875,2265.699951171875,2877800000.0,3154.18896484375,3176.14697265625,3126.902099609375,3158.863037109375,3158.863037109375,114400.0
2010-01-22,90.43099975585938,90.53099822998047,89.78600311279297,89.80999755859375,89.80999755859375,0.0,1115.489990234375,1115.489990234375,1090.1800537109375,1091.760009765625,1091.760009765625,6208650000.0,1.6194857358932495,1.6284788846969604,1.6081048250198364,1.611006498336792,1.611006498336792,0.0,1089.199951171875,1095.4000244140625,1083.0,1089.199951171875,1089.199951171875,58.0,6.817699909210205,6.817699909210205,6.81689977645874,6.816999912261963,6.816999912261963,0.0,,,,,,,75.83999633789062,76.5,74.01000213623047,74.54000091552734,74.54000091552734,348819.0,1.409840703010559,1.4181982278823853,1.4089070558547974,1.414107084274292,1.414107084274292,0.0,0.9592325687408447,0.9639483094215393,0.9578543901443481,0.9598771333694458,0.9598771333694458,0.0,2255.760009765625,2262.27001953125,2200.3701171875,2205.2900390625,2205.2900390625,2817620000.0,3118.72412109375,3147.8291015625,3062.62890625,3128.587890625,3128.587890625,137800.0
2010-01-25,89.9800033569336,90.45500183105469,89.81999969482422,90.41500091552734,90.41500091552734,0.0,1092.4000244140625,1102.969970703125,1092.4000244140625,1096.780029296875,1096.780029296875,4481390000.0,1.611499547958374,1.6262013912200928,1.609994888305664,1.6250121593475342,1.6250121593475342,0.0,1095.199951171875,1095.199951171875,1095.199951171875,1095.199951171875,1095.199951171875,8.0,6.816999912261963,6.816999912261963,6.81689977645874,6.81689977645874,6.81689977645874,0.0,,,,,,,74.23999786376953,75.41999816894531,74.05999755859375,75.26000213623047,75.26000213623047,280559.0,1.4154081344604492,1.4194263219833374,1.413107991218567,1.4150075912475586,1.4150075912475586,0.0,0.960614800453186,0.9645991921424866,0.9594166874885559,0.9615384936332703,0.9615384936332703,0.0,2220.2900390625,2223.219970703125,2201.169921875,2210.800048828125,2210.800048828125,2134350000.0,3103.320068359375,3136.9990234375,3092.926025390625,3094.410888671875,3094.410888671875,78400.0
2010-01-26,90.39900207519531,90.54000091552734,89.33999633789062,89.62999725341797,89.62999725341797,0.0,1095.800048828125,1103.68994140625,1089.8599853515625,1092.1700439453125,1092.1700439453125,4731910000.0,1.624827265739441,1.6269950866699219,1.6097615957260132,1.614700198173523,1.614700198173523,0.0,1097.9000244140625,1097.9000244140625,1097.9000244140625,1097.9000244140625,1097.9000244140625,4.0,6.816999912261963,6.816999912261963,6.8165998458862305,6.8165998458862305,6.8165998458862305,0.0,,,,,,,75.27999877929688,75.38999938964844,73.81999969482422,74.70999908447266,74.70999908447266,256207.0,1.4148073196411133,1.4178967475891113,1.404415488243103,1.4082324504852295,1.4082324504852295,0.0,0.9615384936332703,0.9636695981025696,0.9533979296684265,0.9561143517494202,0.9561143517494202,0.0,2203.43994140625,2227.889892578125,2195.43994140625,2203.72998046875,2203.72998046875,2361260000.0,3094.847900390625,3107.197998046875,3001.9560546875,3019.39404296875,3019.39404296875,93600.0
2010-01-27,89.61000061035156,90.0510025024414,89.13300323486328,89.94999694824219,89.94999694824219,0.0,1091.93994140625,1099.510009765625,1083.1099853515625,1097.5,1097.5,5319120000.0,1.614700198173523,1.624405026435852,1.6112918853759766,1.6178088188171387,1.6178088188171387,0.0,1084.4000244140625,1084.4000244140625,1084.4000244140625,1084.4000244140625,1084.4000244140625,206694.0,,,,,,,,,,,,,74.69000244140625,75.08999633789062,72.6500015258789,73.66999816894531,73.66999816894531,356179.0,1.408093810081482,1.4097412824630737,1.4001679420471191,1.4030951261520386,1.4030951261520386,0.0,0.9561143517494202,0.9572125673294067,0.950480043888092,0.9526531100273132,0.9526531100273132,0.0,2200.300048828125,2225.669921875,2192.590087890625,2221.409912109375,2221.409912109375,2492880000.0,3020.5400390625,3028.64697265625,2972.626953125,2986.60693359375,2986.60693359375,76600.0
2010-01-28,89.95999908447266,90.52999877929688,89.65599822998047,89.77799987792969,89.77799987792969,0.0,1096.9300537109375,1100.219970703125,1078.4599609375,1084.530029296875,1084.530029296875,5452400000.0,1.6178088188171387,1.627630591392517,1.6116034984588623,1.614309310913086,1.614309310913086,0.0,1087.800048828125,1095.699951171875,1073.199951171875,1083.5999755859375,1083.5999755859375,101168.0,,,,,,,,,,,,,73.75,74.48999786376953,72.93000030517578,73.63999938964844,73.63999938964844,292911.0,1.4029968976974487,1.404968023300171,1.3949919939041138,1.3968042135238647,1.3968042135238647,0.0,0.9525623321533203,0.9543806314468384,0.9481368660926819,0.9507510662078857,0.9507510662078857,0.0,2220.31005859375,2220.8701171875,2166.89990234375,2179.0,2179.0,2829640000.0,2985.214111328125,3006.0390625,2963.89111328125,2994.14306640625,2994.14306640625,73400.0
2010-01-29,89.79000091552734,90.87899780273438,89.61000061035156,90.2699966430664,90.2699966430664,0.0,1087.6099853515625,1096.449951171875,1071.5899658203125,1073.8699951171875,1073.8699951171875,5412850000.0,1.6146742105484009,1.6179397106170654,1.5983121395111084,1.5984909534454346,1.5984909534454346,0.0,1085.0,1090.800048828125,1074.5,1083.0,1083.0,11456.0,,,,,,,,,,,,,73.88999938964844,74.81999969482422,72.43000030517578,72.88999938964844,72.88999938964844,335270.0,1.3967065811157227,1.398699164390564,1.386481761932373,1.3866932392120361,1.3866932392120361,0.0,0.9507510662078857,0.954016387462616,0.9406452775001526,0.9426848292350769,0.9426848292350769,0.0,2198.260009765625,2202.840087890625,2140.340087890625,2147.35009765625,2147.35009765625,3090580000.0,2979.742919921875,3024.847900390625,2968.452880859375,2989.2919921875,2989.2919921875,80400.0
2010-02-01,90.26000213623047,90.91000366210938,89.99400329589844,90.76000213623047,90.76000213623047,0.0,1073.8900146484375,1089.3800048828125,1073.8900146484375,1089.18994140625,1089.18994140625,4077610000.0,1.5973930358886719,1.5976994037628174,1.5854644775390625,1.595252513885498,1.595252513885498,0.0,1081.0,1107.300048828125,1076.800048828125,1104.300048828125,1104.300048828125,2452.0,,,,,,,,,,,,,72.83999633789062,74.98999786376953,72.48999786376953,74.43000030517578,74.43000030517578,277411.0,1.387597680091858,1.3937088251113892,1.385578989982605,1.3926994800567627,1.3926994800567627,0.0,0.9429514408111572,0.9476876854896545,0.9414423108100891,0.9466111660003662,0.9466111660003662,0.0,2155.81005859375,2171.199951171875,2152.260009765625,2171.199951171875,2171.199951171875,2234140000.0,2981.3740234375,2981.3740234375,2912.886962890625,2941.360107421875,2941.360107421875,88200.0
2010-02-02,90.73999786376953,90.9000015258789,90.25800323486328,90.4280014038086,90.4280014038086,0.0,1090.050048828125,1104.72998046875,1087.9599609375,1103.3199462890625,1103.3199462890625,4749540000.0,1.595099925994873,1.5995649099349976,1.5908114910125732,1.599206805229187,1.599206805229187,0.0,1117.4000244140625,1118.5,1100.199951171875,1117.4000244140625,1117.4000244140625,3326.0,6.818299770355225,6.818299770355225,6.815000057220459,6.815000057220459,6.815000057220459,0.0,,,,,,,74.94000244140625,77.41000366210938,74.4000015258789,77.2300033569336,77.2300033569336,366269.0,1.3921760320663452,1.3976240158081055,1.3889081478118896,1.3976240158081055,1.3976240158081055,0.0,0.9462528228759766,0.9487665891647339,0.9429514408111572,0.9481368660926819,0.9481368660926819,0.0,2171.659912109375,2193.659912109375,2161.469970703125,2190.06005859375,2190.06005859375,2468470000.0,2955.7529296875,2990.748046875,2930.55908203125,2934.712890625,2934.712890625,82400.0
2010-02-03,90.44000244140625,91.25,90.09100341796875,90.83999633789062,90.83999633789062,0.0,1100.6700439453125,1102.719970703125,1093.969970703125,1097.280029296875,1097.280029296875,4285450000.0,1.5993090867996216,1.6069936752319336,1.5885119438171387,1.5920017957687378,1.5920017957687378,0.0,1115.800048828125,1124.9000244140625,1108.5999755859375,1111.4000244140625,1111.4000244140625,853.0,6.815000057220459,6.81689977645874,6.815000057220459,6.81689977645874,6.81689977645874,0.0,,,,,,,76.98999786376953,78.04000091552734,76.5199966430664,76.9800033569336,76.9800033569336,391294.0,1.3975849151611328,1.4024064540863037,1.3886189460754395,1.3901052474975586,1.3901052474975586,0.0,0.948226809501648,0.9525623321533203,0.9435742497444153,0.9450902938842773,0.9450902938842773,0.0,2181.010009765625,2194.530029296875,2176.75,2190.909912109375,2190.909912109375,2303350000.0,2945.033935546875,3005.131103515625,2890.02099609375,3003.8349609375,3003.8349609375,101000.0
2010-02-04,90.83999633789062,91.05000305175781,88.6449966430664,89.41000366210938,89.41000366210938,0.0,1097.25,1097.25,1062.780029296875,1063.1099853515625,1063.1099853515625,5859690000.0,1.59190034866333,1.5919257402420044,1.5735392570495605,1.5769885778427124,1.5769885778427124,0.0,1110.0,1110.699951171875,1059.0,1062.4000244140625,1062.4000244140625,1426.0,,,,,,,,,,,,,77.08999633789062,77.16999816894531,72.41999816894531,73.13999938964844,73.13999938964844,523892.0,1.3901824951171875,1.3906078338623047,1.372005581855774,1.3744947910308838,1.3744947910308838,0.0,0.945000946521759,0.9453582167625427,0.9370315074920654,0.9384384155273438,0.9384384155273438,0.0,2176.389892578125,2178.25,2125.429931640625,2125.429931640625,2125.429931640625,2801390000.0,2983.050048828125,3015.1259765625,2968.679931640625,2995.30810546875,2995.30810546875,100000.0
2010-02-05,89.36699676513672,89.8010025024414,88.81999969482422,89.22000122070312,89.22000122070312,0.0,1064.1199951171875,1067.1300048828125,1044.5,1066.18994140625,1066.18994140625,6438900000.0,1.5769885778427124,1.5778096914291382,1.556299090385437,1.565802812576294,1.565802812576294,0.0,1052.199951171875,1068.5,1045.199951171875,1052.199951171875,1052.199951171875,1956.0,6.817299842834473,6.81850004196167,6.815499782562256,6.81850004196167,6.81850004196167,0.0,,,,,,,73.04000091552734,73.94000244140625,69.5,71.19000244140625,71.19000244140625,596142.0,1.3744759559631348,1.3746082782745361,1.3588064908981323,1.368007779121399,1.368007779121399,0.0,0.9384384155273438,0.9392316937446594,0.9264406561851501,0.9326618909835815,0.9326618909835815,0.0,2131.919921875,2142.27001953125,2100.169921875,2141.1201171875,2141.1201171875,2811100000.0,2936.197021484375,2959.23291015625,2918.908935546875,2939.402099609375,2939.402099609375,97200.0
2010-02-08,89.26000213623047,89.5479965209961,89.13999938964844,89.22000122070312,89.22000122070312,0.0,1065.510009765625,1071.199951171875,1056.510009765625,1056.739990234375,1056.739990234375,4089820000.0,1.5597946643829346,1.5660481452941895,1.5537842512130737,1.5576082468032837,1.5576082468032837,0.0,1065.699951171875,1073.4000244140625,1061.5999755859375,1065.699951171875,1065.699951171875,549.0,,,,,,,,,,,,,72.18000030517578,72.38999938964844,70.7699966430664,71.88999938964844,71.88999938964844,345638.0,1.364498496055603,1.3714035749435425,1.3625277280807495,1.3654673099517822,1.3654673099517822,0.0,0.930059552192688,0.9360666275024414,0.9285050630569458,0.9321401715278625,0.9321401715278625,0.0,2140.10009765625,2152.639892578125,2125.110107421875,2126.050048828125,2126.050048828125,2036280000.0,2936.450927734375,2954.26611328125,2922.18701171875,2935.174072265625,2935.174072265625,63400.0
