,date,mining_profitability,transactions,market_cap,sent_addresses,av_transaction_size,median_transaction_size,send_usd,hashrate,top_100_percent,confirmation_time,block_size,tweets,av_transaction_value,difficulty,fee_reward,google_trends,active_addresses,median_transaction_value,price,full_name,coin
1883,2015/09/12,1.96,137605,3438891093,173325,,0.0238,164185116,413577397023173952,20.623,10.667,662048,32205,1375,56957648455,0.855,6.199,252935,34.27,238.114,bitcoin,btc
1884,2015/09/13,2.251,145897,3351769653,185953,,0.0233,174473445,392808588951899072,20.622,9.536,623311,40350,1344,56957648455,0.668,6.199,287980,18.351,232.617,bitcoin,btc
1885,2015/09/14,1.917,166563,3334978018,207081,,0.023,262117296,460095349876849024,20.605,9.474,742510,16262,1743,56957648455,0.816,6.413,267943,30.079,230.218,bitcoin,btc
1886,2015/09/15,2.145,162839,3327247333,216751,,0.023,264448820,432327758429408256,20.535,9,697698,20470,1854,56957648455,0.718,6.734,280742,39.88,230.152,bitcoin,btc
1887,2015/09/16,1.833,167127,3313642747,204261,,0.0229,271792713,446089937922578496,20.527,10.141,675766,45085,1961,56957648455,0.731,6.841,251552,30.494,228.705,bitcoin,btc
1888,2015/09/17,2.135,259135,3354836745,212283,,0.00997,249123391,391897113031958656,20.503,10,705185,33180,1166,57320908602,0.748,7.375,265938,0.0917,230.686,bitcoin,btc
1889,2015/09/18,2,161357,3373989402,208411,,0.0233,251145404,431272735199697280,20.504,9.796,556663,31747,1852,59335351234,0.687,7.482,287802,35.358,233.043,bitcoin,btc
1890,2015/09/19,1.809,114726,3348361124,180880,,0.0232,220761000,402944140414856128,20.47,11.52,469180,39778,2198,59335351234,0.692,6.734,243952,59.52,231.588,bitcoin,btc
1891,2015/09/20,2.045,109030,3361873472,185455,,0.0231,179909915,363761850569710528,20.479,11.25,479156,65535,1937,59335351234,0.661,6.52,291520,61.996,230.94,bitcoin,btc
1892,2015/09/21,1.93,131547,3316520431,208338,,0.0228,308687596,393259849625812864,20.507,10.909,602299,59563,2809,59335351234,0.865,6.734,286941,82.014,228.015,bitcoin,btc
1893,2015/09/22,2.056,136627,3334240058,221889,,0.0229,309272235,439685849567958336,20.498,9.172,486225,82378,2574,59335351234,0.705,7.482,320302,100.984,228.689,bitcoin,btc
1894,2015/09/23,2.02,131242,3336455750,202801,,0.023,255071389,453394029005655680,20.441,9.114,459698,42946,2209,59335351234,0.643,6.627,254016,99.52,230.404,bitcoin,btc
1895,2015/09/24,1.884,125227,3390358573,201278,,0.0232,246711986,434368240875130944,20.388,10.286,487626,46527,2249,59335351234,0.69,6.841,252278,110.16,232.239,bitcoin,btc
1896,2015/09/25,2.115,128002,3411354083,204545,,0.0235,286742174,459179745973843648,20.373,8.78,428757,41322,2501,59335351234,0.658,6.948,261082,106.67,235.295,bitcoin,btc
1897,2015/09/26,1.835,115475,3397060494,185660,,0.0234,213713828,472005984606276224,20.366,9.796,437635,41039,2066,59335351234,0.676,6.627,279719,74.749,234.051,bitcoin,btc
1898,2015/09/27,2.038,108600,3399865038,185635,,0.0233,154318601,429178337681197824,20.362,9.664,441979,30532,1622,59335351234,0.588,5.879,277147,76.111,233.409,bitcoin,btc
1899,2015/09/28,2.093,138427,3444840473,207556,,0.0237,304943073,407985794066559616,20.355,10.07,514635,35355,2562,59335351234,0.731,6.199,265014,118.082,237.125,bitcoin,btc
1900,2015/09/29,2.133,140490,3458714589,227744,,0.0238,348787391,488265619824154112,20.393,8.276,464658,40135,2926,59335351234,0.626,6.841,306444,125.514,237.937,bitcoin,btc
1901,2015/09/30,1.847,139700,3456025473,215541,,0.0237,284487765,477977818983825792,20.447,9.73,513978,43080,2404,59335351234,0.72,6.948,291756,109.67,236.866,bitcoin,btc
1902,2015/10/01,1.973,134178,3437145919,205660,,0.0237,329546553,450685488071657088,20.437,9.664,457153,41189,2779,59999898066,0.769,6.409,255850,127.828,236.899,bitcoin,btc
1903,2015/10/02,2.084,139608,3454290118,212062,,0.0238,360564180,396481531273808768,20.368,10.435,527956,35561,2925,60813224039,0.746,6.114,270433,112.467,237.726,bitcoin,btc
1904,2015/10/03,1.973,119422,3456572479,176198,,0.0238,211100862,440488147737007168,20.229,9.931,392669,49494,1995,60813224039,0.595,5.954,230497,78.666,238.381,bitcoin,btc
1905,2015/10/04,1.968,103378,3468251089,176209,,0.0239,185454035,466519385159191488,20.221,9.412,372622,33909,2023,60813224039,0.504,6.4,279852,80.727,238.794,bitcoin,btc
1906,2015/10/05,1.997,125395,3480006668,183865,,0.0239,292003861,459972717749140992,20.216,9.412,423173,32712,2614,60813224039,0.607,6.614,261212,102.943,238.724,bitcoin,btc
1907,2015/10/06,1.953,144368,3538728877,198990,,0.0243,370258635,445252488169283264,20.22,10.141,542565,39541,2935,60813224039,0.722,6.952,281952,123.107,243.136,bitcoin,btc
1908,2015/10/07,1.977,134798,3571087743,206830,,0.0245,326571639,415538151281376832,20.205,10.827,686417,38773,2693,60813224039,0.746,6.836,272851,110.704,245.262,bitcoin,btc
1909,2015/10/08,2.064,140208,3548675896,221079,,0.0244,447743688,416353454077905920,20.265,10.286,658143,35461,3501,60813224039,0.763,6.845,279973,101.672,243.701,bitcoin,btc
1910,2015/10/09,1.834,114518,3540946181,172614,,0.0244,288548301,421512620043238272,20.256,11.429,594973,30426,2911,60813224039,0.729,6.56,227575,98.981,243.629,bitcoin,btc
1911,2015/10/10,2.392,126845,3560715912,203290,,0.0245,268774963,411495496191956672,20.246,9,632549,29433,2293,60813224039,0.617,6.355,298456,61.227,244.579,bitcoin,btc
1912,2015/10/11,1.871,104404,3571439433,168019,,0.0246,221725734,482089249727681728,20.241,9.863,541092,27940,2283,60813224039,0.528,6.569,268328,82.801,245.811,bitcoin,btc
1913,2015/10/12,2.036,134268,3578629557,191258,,0.0247,313056898,433131449449887744,20.186,10.141,575017,34146,2573,60813224039,0.713,7.068,281796,110.788,246.638,bitcoin,btc
1914,2015/10/13,2.048,134741,3598525575,195127,,0.0247,382750609,416713385639714816,20.178,10.511,555114,31813,3058,60813224039,0.724,6.676,269120,92.739,247.404,bitcoin,btc
1915,2015/10/14,2.137,141833,3659012906,212492,,0.0251,391563118,450039536339578688,20.172,9.474,526043,28030,2997,60813224039,0.71,6.569,273778,109.421,251.284,bitcoin,btc
1916,2015/10/15,2.227,153329,3721793892,258199,,0.0254,459364365,477388225384585216,20.204,8.675,538007,37296,3326,60848950070,0.68,6.676,329952,126.479,254.488,bitcoin,btc
1917,2015/10/16,1.981,143142,3807353510,231858,,0.026,445818759,476005912704148736,20.231,10,577883,36070,3338,60883825480,0.782,6.774,293889,118.993,259.868,bitcoin,btc
1918,2015/10/17,2.215,135775,3925410959,239500,,0.0269,381805922,416462177650892160,20.246,10.588,599697,31701,3077,60883825480,0.789,7.113,335462,86.587,269.135,bitcoin,btc
1919,2015/10/18,2.291,119561,3844391451,204044,,0.0267,267461436,424737144887436416,20.22,9.931,532592,25220,2374,60883825480,0.628,6.943,298466,80.996,266.726,bitcoin,btc
1920,2015/10/19,2.259,143804,3831569872,233128,,0.0264,354600773,484956882577279808,20.173,8.727,510448,35703,2714,60883825480,0.682,6.836,312628,120.157,263.775,bitcoin,btc
1921,2015/10/20,2.019,146221,3902639410,248038,,0.0267,380160503,427811150259876928,20.199,11.25,689271,42914,2918,60883825480,0.98,7.389,353073,109.959,267.214,bitcoin,btc
1922,2015/10/21,2.359,150055,3893336454,243690,,0.0268,339787270,412341422271008832,20.197,10,565209,38896,2490,60883825480,0.784,7.059,317857,107.948,268.111,bitcoin,btc
1923,2015/10/22,2.125,147254,3942395393,241016,,0.0272,384437736,477235731733142016,20.083,9.73,546652,44027,2862,60883825480,0.789,8.182,312702,123.089,271.908,bitcoin,btc
1924,2015/10/23,2.347,143319,3995109118,236407,,0.0277,353505786,442422994513269120,20.078,9.664,555595,37326,2749,60883825480,0.766,7.291,315436,93.728,276.61,bitcoin,btc
1925,2015/10/24,2.31,139983,4028102405,247569,,0.028,345328671,442305598347276160,20.029,9.931,525314,36013,2660,60883825480,0.737,6.542,342672,66.411,279.731,bitcoin,btc
1926,2015/10/25,2.419,131333,4163672527,227099,,0.029,378579568,466754163919462016,20.018,9.29,527163,30139,3045,60883825480,0.637,7.835,335149,91.195,289.505,bitcoin,btc
1927,2015/10/26,2.534,116236,4109802603,217307,,0.0284,409140495,463104205753460992,20.059,8.78,477347,37096,3762,60883825480,0.647,7.844,345648,117.283,284.408,bitcoin,btc
1928,2015/10/27,2.259,153593,4229333126,243035,,0.0292,490665135,478769542863209536,20.062,9.796,546525,50484,3430,60883825480,0.785,8.691,316923,119.085,292.005,bitcoin,btc
1929,2015/10/28,2.432,160036,4372208204,240736,,0.0301,514997992,434258613432759744,19.945,10.36,592710,45782,3730,60883825480,0.86,8.236,305227,115.107,301.252,bitcoin,btc
1930,2015/10/29,2.724,160911,4461346294,243375,,0.031,682086068,432842122257487040,19.942,9.536,591579,45960,4407,62045283044,0.892,9.056,344468,110.48,309.563,bitcoin,btc
1931,2015/10/30,2.803,166524,4632047440,257720,,0.0325,770837416,499030489622363584,19.845,8.421,517493,32577,4834,62253982450,0.745,10.304,342132,132.333,324.762,bitcoin,btc
1932,2015/10/31,2.343,155253,4574466454,254743,,0.0322,553939347,508816472618720640,19.83,9.796,540178,35257,3703,62253982450,0.771,8.343,327124,89.62,321.941,bitcoin,btc
1933,2015/11/01,2.602,152335,4504972110,248908,,0.0316,508642960,468298326072162240,19.803,9.412,541861,31402,3453,62253982450,0.711,8.812,333188,116.382,316.359,bitcoin,btc
1934,2015/11/02,2.736,171955,4716680705,262075,,0.0336,793712775,473516829597336064,19.866,9.412,625748,35962,4806,62253982450,0.863,10.899,341701,120.05,335.738,bitcoin,btc
1935,2015/11/03,3.052,186207,5264771112,308742,,0.0384,1300267009,492097350852031808,19.949,9.29,683519,42652,7077,62253982450,0.879,16.001,389890,159.407,384.145,bitcoin,btc
1936,2015/11/04,3.739,204043,6216147947,338440,,0.0449,4833933978,471030084254815168,20.016,9.29,784045,54768,22854,62253982450,1.147,20.871,431681,204.537,449.287,bitcoin,btc
1937,2015/11/05,3.207,182663,5833252888,292391,,0.0402,1352586731,461341926599948608,20.069,9.863,729894,51405,8108,62253982450,0.927,16.929,381636,164.033,401.566,bitcoin,btc
1938,2015/11/06,3.02,166748,5357816815,287604,,0.0372,988957571,450809617469790272,20.111,9.931,657974,43351,6076,62253982450,0.885,13.682,377212,133.084,372.194,bitcoin,btc
1939,2015/11/07,3.089,151345,5510551675,248815,,0.0384,794389041,475192863973806848,20.061,9.474,536049,36433,5682,62253982450,0.675,10.435,313685,86.653,383.625,bitcoin,btc
1940,2015/11/08,2.952,132411,5480703241,221247,,0.0382,701212257,453015188936674176,20.006,10.36,547932,39567,5452,62253982450,0.671,9.972,347065,96.225,382.2,bitcoin,btc
1941,2015/11/09,3.287,159687,5420700157,261625,,0.0375,1093904476,428247999446422848,19.905,9.664,623417,45103,7158,62253982450,0.789,10.435,366012,110.696,374.932,bitcoin,btc
1942,2015/11/10,2.843,161816,5330899658,255561,,0.0366,1026993984,473426836557757760,19.801,9.863,606729,43853,6569,62253982450,0.794,10.435,335929,122.202,365.764,bitcoin,btc
1943,2015/11/11,2.585,158761,4678497060,256844,,0.0316,1033561402,516455902777044992,19.796,8.571,524454,34774,7091,64200880178,0.662,10.435,342220,123.168,315.768,bitcoin,btc
1944,2015/11/12,2.573,157686,4832205465,257472,,0.0328,919838184,515864071594819904,19.692,8.944,524544,38371,6240,65848255180,0.637,9.508,331450,133.822,327.694,bitcoin,btc
1945,2015/11/13,2.552,154667,4903146805,248302,,0.0334,905489513,526407574115401856,19.7,9,493215,35364,6138,65848255180,0.637,9.276,313316,126.871,333.683,bitcoin,btc
1946,2015/11/14,2.38,150332,4888532096,258133,,0.0333,983223869,500874532070575808,19.683,10.141,541735,30226,6842,65848255180,0.685,7.653,355196,96.933,333.448,bitcoin,btc
1947,2015/11/15,2.721,143209,4763559221,249798,,0.0328,668964502,485055269785663488,19.679,9,498311,32216,4910,65848255180,0.573,7.885,377039,107.244,328.106,bitcoin,btc
1948,2015/11/16,2.478,158143,4744168818,256017,,0.0322,805482107,565880167348329408,19.939,8.324,521369,35757,5408,65848255180,0.639,8.58,332050,130.201,322.131,bitcoin,btc
1949,2015/11/17,2.249,156539,4896263552,245491,,0.0335,596866019,557957968581092032,19.821,9.664,557522,36957,4086,65848255180,0.702,8.348,319795,114.316,334.502,bitcoin,btc
1950,2015/11/18,2.888,165116,4901798976,262339,,0.0334,559167918,445128851468317696,19.897,9.412,598325,40387,3630,65848255180,0.711,8.58,363465,113.063,333.66,bitcoin,btc
1951,2015/11/19,2.298,154347,4838504452,250497,,0.0331,632586145,493127213771274880,19.904,10.588,609788,32915,4384,65848255180,0.752,9.044,315157,105.242,330.832,bitcoin,btc
1952,2015/11/20,2.682,155607,4724247921,251604,,0.032,667858503,501120326779207552,19.918,8.623,505249,33652,4562,65848255180,0.613,8.812,322462,98.598,319.889,bitcoin,btc
1953,2015/11/21,2.561,150861,4796710977,253789,,0.0325,450721413,554733864197579520,19.896,8.276,468786,25295,3236,65848255180,0.546,9.044,342296,79.782,324.813,bitcoin,btc
1954,2015/11/22,2.391,129487,4759368608,231040,,0.0324,342050674,586138155186310656,19.879,8.372,437083,17983,2819,65848255180,0.54,7.653,343028,82.6,324.123,bitcoin,btc
1955,2015/11/23,2.43,145109,4757716531,233265,,0.0323,392623564,544773118227829248,19.876,8.834,515639,21268,2977,65848255180,0.626,8.58,304962,115.197,322.867,bitcoin,btc
1956,2015/11/24,2.272,152168,4730604940,266163,,0.0321,419150207,553806114140839616,19.874,9.231,522949,20427,3062,72061768579,0.641,8.58,345006,108.621,320.608,bitcoin,btc
1957,2015/11/25,2.123,151713,4791649584,248880,,0.0322,568756072,565868525839008512,19.876,9.73,558531,27288,4053,72722780643,0.712,8.58,329178,128.921,322.364,bitcoin,btc
1958,2015/11/26,2.659,164495,5055556081,264189,,0.0342,687958120,570358242145141504,20.005,8.182,536801,24681,4375,72722780643,0.632,9.044,350502,147.459,342.484,bitcoin,btc
1959,2015/11/27,2.104,160102,5200142293,251437,,0.0356,728100752,567074921170791616,19.633,10.827,649481,25861,4750,72722780643,0.796,8.812,305800,147.944,355.977,bitcoin,btc
1960,2015/11/28,2.635,165522,5279495080,284648,,0.0355,659306078,522011739399155456,19.427,9.351,551146,25749,4206,72722780643,0.684,8.116,360235,75.422,354.843,bitcoin,btc
1961,2015/11/29,2.397,129701,5364732317,198732,,0.036,472208733,563540107479168512,19.399,9.664,453425,24219,3874,72722780643,0.592,7.421,280635,97.621,360.479,bitcoin,btc
1962,2015/11/30,2.884,182486,5601169487,318915,,0.0376,869424924,532812704096608768,19.427,8.889,672429,26261,5057,72722780643,0.84,9.276,438179,150.74,376.271,bitcoin,btc
1963,2015/12/01,2.339,177945,5467454770,293149,,0.0367,867375024,660347546295473280,20.036,8.623,566991,25143,5151,72722780643,0.744,9.276,369424,146.016,367.19,bitcoin,btc
1964,2015/12/02,2.57,183362,5297193482,303196,,0.0356,869403213,561525928797692672,20.093,8.944,655902,23887,5344,72722780643,0.801,8.348,381492,146.944,355.655,bitcoin,btc
1965,2015/12/03,2.355,164632,5392037973,246761,,0.0362,694416802,550037098363040384,20.024,10.141,643103,23460,4602,72722780643,0.831,8.116,323411,115.963,361.925,bitcoin,btc
1966,2015/12/04,2.594,173433,5364288772,258546,,0.036,901869333,534704222264432832,20.024,9.412,588649,22066,5604,72722780643,0.745,7.421,328140,117.923,359.977,bitcoin,btc
1967,2015/12/05,2.858,186019,5586443528,320415,,0.0375,1760285236,577720759185487360,19.951,8.229,574056,22531,9887,72722780643,0.706,8.348,410596,129.801,374.789,bitcoin,btc
1968,2015/12/06,2.557,179553,5869984779,287233,,0.0394,2086238370,616807713316468224,19.935,9.057,594324,22728,12025,72883273731,0.759,8.812,379689,190.581,393.696,bitcoin,btc
1969,2015/12/07,2.371,192683,5875122405,300808,,0.0394,1168804847,616076171946496768,19.953,9.796,688102,25413,6531,79102380900,0.891,9.508,383792,198.276,393.935,bitcoin,btc
1970,2015/12/08,2.834,195046,5897383375,324267,,0.0395,1108568022,614941211311593472,19.917,8.229,616955,24716,6090,79102380900,0.745,11.131,396088,177.696,395.33,bitcoin,btc
1971,2015/12/09,2.542,220155,6231066237,342698,,0.0418,1514603698,696031633128201216,20.031,8.571,687641,33862,7508,79102380900,0.881,23.19,425026,251.091,417.576,bitcoin,btc
1972,2015/12/10,3.091,211820,6202755406,341000,,0.0416,1240139596,730851066590121216,20.044,6.667,532145,25232,6357,79102380900,0.661,14.841,422548,269.242,415.562,bitcoin,btc
1973,2015/12/11,2.326,210099,6451302915,309543,,0.0432,1536195363,751113279194762496,20.064,9,637173,26210,7828,79102380900,1.071,12.059,380296,268.653,432.058,bitcoin,btc
1974,2015/12/12,2.775,203979,6452449468,350922,,0.0432,1357846160,636357525729154944,20.041,8.889,689092,23062,7249,79102380900,0.905,10.667,474525,190.416,432.019,bitcoin,btc
1975,2015/12/13,2.537,189772,6510086779,300351,,0.0436,2166948549,615435044924678912,20.002,10.141,688748,21459,12143,79102380900,0.929,9.972,416464,254.9,435.76,bitcoin,btc
1976,2015/12/14,3.236,231282,6597185574,335444,,0.0441,2008904200,670548429864061952,19.899,7.385,629881,32070,9486,79102380900,0.825,9.508,477652,219.558,441.485,bitcoin,btc
1977,2015/12/15,2.812,223815,6827410103,340228,,0.0457,1865807809,749587636371126912,19.969,7.869,621309,28842,9122,79102380900,0.867,10.435,424449,209.696,456.742,bitcoin,btc
1978,2015/12/16,2.702,220257,6826183331,327220,,0.0457,1918673569,694815261853553920,19.928,8.834,676230,27652,9318,79102380900,0.91,10.435,413586,213.286,456.521,bitcoin,btc
1979,2015/12/17,2.887,216142,6806917645,315139,,0.0455,1812196236,616736601932609664,19.804,9.29,676525,23729,8825,79102380900,0.963,9.972,417820,232.901,455.108,bitcoin,btc
1980,2015/12/18,2.976,213678,6872665745,312764,,0.0459,1774288441,658003604532737152,19.812,8.521,611776,24189,8838,81054834555,0.887,8.812,409529,245.411,459.385,bitcoin,btc
1981,2015/12/19,2.493,213719,6922542459,349534,,0.0463,1661560806,734712219432306688,19.697,9.172,653173,21372,8497,93448670796,0.89,9.044,450435,151.534,462.587,bitcoin,btc
1982,2015/12/20,2.468,193682,6790429115,306859,,0.0454,1708217091,764344698848267904,19.689,8.727,599984,19855,9260,93448670796,0.807,8.812,365783,222.668,453.641,bitcoin,btc
1983,2015/12/21,2.205,229295,6550147207,336590,,0.0437,2183923150,747155200859251840,19.55,9.664,766445,24803,10197,93448670796,1.092,9.044,446717,249.933,437.468,bitcoin,btc
1984,2015/12/22,2.508,222567,6575428221,329137,,0.0439,2022969093,663449412139198592,19.531,9.6,749711,25707,9453,93448670796,1.033,8.812,419228,244.393,439.047,bitcoin,btc
1985,2015/12/23,2.333,220918,6604191700,306698,,0.0441,1896949174,749197999591088768,19.514,9.172,686848,26011,8950,93448670796,1.005,9.044,415266,258.198,440.857,bitcoin,btc
1986,2015/12/24,2.243,210090,6804513121,297704,,0.0454,2045936889,705718642365381760,19.509,10.435,729549,23679,10119,93448670796,1.043,9.508,409699,291.35,454.111,bitcoin,btc
1987,2015/12/25,2.875,180221,6812078852,250502,,0.0455,1693227788,645023852362905728,19.463,8.889,528161,21240,10161,93448670796,0.726,8.812,341093,308.912,454.511,bitcoin,btc
1988,2015/12/26,2.28,179192,6422816623,283834,,0.0428,1099216671,809217050814685312,19.508,8.421,542753,21795,6646,93448670796,0.729,9.508,370306,109.723,428.423,bitcoin,btc
1989,2015/12/27,2.412,160066,6257316357,236680,,0.0417,476284457,891437929873789440,19.467,7.024,447224,32284,3760,93448670796,0.526,9.276,363200,85.938,417.265,bitcoin,btc
1990,2015/12/28,1.964,172978,6362188048,269352,,0.0424,721741568,822062977754837760,19.493,9.536,656033,31890,5340,93448670796,0.819,9.276,366698,124.794,424.113,bitcoin,btc
1991,2015/12/29,2.365,184459,6378528023,274236,,0.0425,619105764,720257008683239424,19.483,9.057,620992,24417,4983,93448670796,0.783,9.276,370066,123.618,425.095,bitcoin,btc
1992,2015/12/30,2.325,176282,6438637752,273408,,0.0429,494504373,766733231889679872,19.467,8.727,553996,26654,5625,93448670796,0.742,8.812,373265,107.503,428.988,bitcoin,btc
1993,2015/12/31,2.047,155220,6386815540,233590,,0.0425,446419196,743141906823472640,19.505,10.141,554812,24012,3189,99178743060,0.714,7.653,329915,104.33,425.418,bitcoin,btc
1994,2016/01/01,2.054,123957,6491043325,201778,,0.0432,379076692,714309478178864000,19.532,10.667,493324,20122,3327,103880340815,0.584,7.601,264236,99.324,432.258,bitcoin,btc
1995,2016/01/02,2.248,148893,6507250695,260130,,0.0433,316052129,704528738958160768,19.527,9.931,579661,19715,3010,103880340815,0.859,8.269,378897,74.207,433.24,bitcoin,btc
1996,2016/01/03,2.016,142463,6449181464,244440,,0.0429,335024463,777080113827396352,19.514,9.931,554573,19638,2697,103880340815,0.661,8.397,322323,91.521,429.271,bitcoin,btc
1997,2016/01/04,2.314,181173,6489027901,279282,,0.0432,403527082,850272847330806912,19.554,7.956,556888,23308,2536,103880340815,0.676,8.821,359733,93.149,431.819,bitcoin,btc
1998,2016/01/05,2.025,182214,6497325225,291077,,0.0432,539740982,844898019043404672,19.562,9.172,641696,27207,3294,103880340815,0.816,8.421,371034,110.589,432.241,bitcoin,btc
1999,2016/01/06,2.045,171949,6462768454,261494,,0.043,515346367,747242639574455936,19.458,10.213,662297,24615,3335,103880340815,0.856,8.269,341777,114.298,429.829,bitcoin,btc
2000,2016/01/07,2.187,190087,6736738330,295859,,0.0448,649654997,760250934410171648,19.454,9.796,704633,24700,3777,103880340815,0.998,9.925,359906,118.683,447.946,bitcoin,btc
2001,2016/01/08,2.33,181234,6842235932,281590,,0.0455,477344820,850647338334211456,19.38,8.324,583567,26040,2990,103880340815,0.747,10.272,360597,114.43,454.849,bitcoin,btc
2002,2016/01/09,2.066,179817,6769859847,307207,,0.045,319237660,828815858579432064,19.376,9.536,638583,20585,2116,103880340815,0.795,8.937,399868,74.476,449.909,bitcoin,btc
2003,2016/01/10,2.301,161142,6688763211,270575,,0.0444,450676870,850398869388402688,19.406,8.229,522339,20755,3189,103880340815,0.636,8.385,374094,85.17,444.408,bitcoin,btc
2004,2016/01/11,2.125,191026,6732346505,295362,,0.0447,583290721,901839584245426304,19.304,8.471,656298,23867,4270,103880340815,0.838,8.821,391385,108.896,447.174,bitcoin,btc
2005,2016/01/12,2.152,194704,6709609259,305776,,0.0446,491023638,887131497084095744,19.412,8.471,606834,27110,2920,103880340815,0.811,8.461,388756,108.444,445.538,bitcoin,btc
2006,2016/01/13,1.791,187983,6455051806,287901,,0.0429,528824982,893239373834483328,19.419,9.73,676273,27094,3205,110281664455,0.919,8.577,346613,121.374,428.513,bitcoin,btc
2007,2016/01/14,1.91,183049,6484300270,291829,,0.043,461847303,756259841602953088,19.423,10.827,718484,25568,2880,113354299801,0.949,8.089,364296,120.637,430.349,bitcoin,btc
2008,2016/01/15,1.74,183520,6088222786,284696,,0.0404,621476633,716218722488325248,19.459,11.803,785421,31035,3811,113354299801,1.16,12.096,362827,116.102,403.973,bitcoin,btc
2009,2016/01/16,1.737,191158,5597287391,330108,,0.0371,503987009,766174479603704448,19.489,10.141,745794,28097,2856,113354299801,0.971,13.007,434078,75.922,371.323,bitcoin,btc
2010,2016/01/17,1.877,203977,5796304260,352022,,0.0384,3944460920,780504685198667904,19.463,9.536,753983,25408,19515,113354299801,0.954,10.4,456430,77.99,384.435,bitcoin,btc
2011,2016/01/18,1.69,213732,5776110396,325175,,0.0383,3573385257,988873878196545280,19.459,8.324,665426,29308,16948,113354299801,0.905,10.516,414949,91.385,383,bitcoin,btc
2012,2016/01/19,1.532,186725,5784894313,283147,,0.0383,3323913284,842217770120055808,19.456,10.827,773755,24617,18075,113354299801,1.18,9.757,364949,120.745,383.472,bitcoin,btc
2013,2016/01/20,1.813,208919,5929003372,355974,,0.0393,1512400335,833508788509347328,19.462,9.474,862012,29720,7454,113354299801,1.209,10.464,570723,105.614,392.939,bitcoin,btc
2014,2016/01/21,1.886,222606,6251002795,348163,,0.0414,2100121859,763162464436580992,19.499,10.511,840116,29595,9877,113354299801,1.45,9.733,435891,122.14,414.174,bitcoin,btc
2015,2016/01/22,1.956,213507,5941306393,333197,,0.0394,2973756111,894584504986077056,19.465,8.182,661773,27533,14218,113354299801,1.017,9.361,426162,122.007,393.566,bitcoin,btc
2016,2016/01/23,1.791,190221,5870827719,322771,,0.0389,11515606499,979667442713278208,19.337,8.045,571419,23029,60833,113354299801,0.856,8.705,431557,120.367,388.784,bitcoin,btc
2017,2016/01/24,1.793,201254,5986340102,323042,,0.0396,26651030344,953924505647598080,19.362,8.421,619003,22635,132628,113354299801,0.932,8.309,403929,163.556,396.316,bitcoin,btc
2018,2016/01/25,1.61,221988,5987073722,349905,,0.0396,6821829144,1008217994402825216,19.299,8.889,719273,25172,30994,113354299801,1.123,8.897,443098,111.21,396.252,bitcoin,btc
2019,2016/01/26,1.689,230363,5941533615,368829,,0.0393,4021737819,942007725076629760,19.309,9,742693,26057,17732,116485100200,1.163,8.565,466663,157.879,393.133,bitcoin,btc
2020,2016/01/27,1.666,229522,5960108908,360186,,0.0394,5418821406,928722966667760128,19.35,9.29,743934,28379,23863,120033340651,1.253,8.449,432690,153.774,394.257,bitcoin,btc
2021,2016/01/28,1.572,224879,5804152379,359891,,0.0384,2283760618,902576726839420672,19.333,9.863,796986,26070,10386,120033340651,1.284,8.089,464730,110.332,383.843,bitcoin,btc
2022,2016/01/29,1.64,224225,5686750560,351506,,0.0376,2645564853,979283059486673792,19.346,8.521,686915,29331,12025,120033340651,1.101,7.665,453312,120.316,375.988,bitcoin,btc
2023,2016/01/30,1.708,194607,5722661381,319310,,0.0378,1248073072,1044185911331839488,19.393,7.701,567465,25049,7062,120033340651,0.828,7.869,435739,141.865,378.256,bitcoin,btc
2024,2016/01/31,1.617,175864,5716373948,289703,,0.0378,600342987,1065053117319653632,19.395,7.956,554454,27728,3651,120033340651,0.759,7.729,394896,132.166,377.724,bitcoin,btc
2025,2016/02/01,1.436,222237,5650168188,341667,,0.0373,1910602667,1060804447176869760,19.375,8.944,776887,29309,8984,120033340651,1.373,8.19,540454,155.405,373.237,bitcoin,btc
2026,2016/02/02,1.729,241542,5667559811,394134,,0.0374,1365424773,986572142982299520,19.376,8,803808,26458,5910,120033340651,1.287,7.934,600278,114.539,374.287,bitcoin,btc
2027,2016/02/03,1.601,191045,5637534732,306273,,0.0372,537063751,1050534557785630208,19.342,8.045,645681,27023,3064,120033340651,0.991,8.574,457590,98.022,372.194,bitcoin,btc
2028,2016/02/04,1.434,200493,5732471156,316019,,0.0378,847087092,1118560323708889216,19.429,8.571,657744,26103,4682,120033340651,0.901,8.574,406620,147.05,378.35,bitcoin,btc
2029,2016/02/05,1.757,225300,5878189534,340590,,0.0388,1283338133,1047292200370632320,19.539,7.66,646711,26621,5996,120033340651,0.908,7.294,429973,138.438,387.86,bitcoin,btc
2030,2016/02/06,1.707,223956,5719660327,326435,,0.0377,1091968720,1113702391836384128,19.509,7.2,603067,23929,5357,120033340651,0.798,7.678,429750,148.611,377.282,bitcoin,btc
2031,2016/02/07,1.272,212014,5725843416,326804,,0.0378,1052127323,1317382244623087616,19.515,8.182,700102,24021,5438,140421880266,0.878,8.062,460561,138.86,377.566,bitcoin,btc
2032,2016/02/08,1.166,224607,5718164014,327394,,0.0377,922363652,1210161797038097408,19.501,9.73,818973,27363,4406,144116447847,1.127,7.678,410619,181.746,376.95,bitcoin,btc
