,date,mining_profitability,transactions,market_cap,sent_addresses,av_transaction_size,median_transaction_size,send_usd,hashrate,top_100_percent,confirmation_time,block_size,tweets,av_transaction_value,difficulty,fee_reward,google_trends,active_addresses,median_transaction_value,price,full_name,coin
0,2010/07/17,154298,235,169839,390,,null,1193,2775561176,25.749,8.324,649.653,,2.924,181.543,0.001,0.0287,804,0.248,0.0495,bitcoin,btc
1,2010/07/18,401834,248,249761,424,,null,2612,1554461318,25.782,8.372,765.285,,6.237,181.543,0.0163,0.0365,917,0.363,0.0726,bitcoin,btc
2,2010/07/19,481473,354,295981,553,,null,4047,1551287489,25.685,8.276,756.04,,7.666,181.543,0.00154,0.0213,972,0.429,0.0859,bitcoin,btc
3,2010/07/20,431831,413,270546,632,,null,2341,1640430286,25.602,7.956,984.707,,3.94,181.543,null,0.0612,906,5.105,0.0783,bitcoin,btc
4,2010/07/21,460783,256,265900,440,,null,2122,1723492810,25.638,6.957,542.483,,4.583,181.543,null,0.0538,809,3.837,0.0767,bitcoin,btc
5,2010/07/22,334641,221,225420,412,,null,2570,1705481237,25.604,8.182,491.903,,6.474,181.543,null,0.0288,599,1.054,0.0649,bitcoin,btc
6,2010/07/23,319692,217,197086,405,,null,1166,1716129083,25.509,7.423,447.16,,2.837,181.543,0.000195,0.0731,652,0.814,0.0566,bitcoin,btc
7,2010/07/24,329602,705,202929,645,,null,2540,1665066217,25.527,7.619,1446,,2.842,181.543,null,0.0826,964,0.445,0.0581,bitcoin,btc
8,2010/07/25,320839,1592,185609,1793,,null,2493,1907547992,25.505,6.234,3145,,1.368,181.543,0.0287,0.027,2132,0.458,0.053,bitcoin,btc
9,2010/07/26,289627,224,186308,408,,null,4608,2223656291,26.309,5.926,918.379,,9.868,181.543,0.0259,0.00743,1238,2.65,0.053,bitcoin,btc
10,2010/07/27,198389,260,204589,419,,null,1850,2426744254,26.363,8.675,679.271,,4.343,239.305,0.0132,0.04,771,0.195,0.058,bitcoin,btc
11,2010/07/28,242370,1792,210197,343,,null,4012,1950278995,26.354,9.057,3344,,2.059,244.213,0.0144,0.00743,674,0.00297,0.0595,bitcoin,btc
12,2010/07/29,278382,1687,229629,367,,null,1230,2095168440,26.369,8,2370,,0.662,244.213,0.0109,0.04,528,0.00324,0.0648,bitcoin,btc
13,2010/07/30,275386,143,235363,293,,null,1336,2189273223,26.363,7.912,538.269,,4.11,244.213,0.00724,0.0213,583,0.884,0.0663,bitcoin,btc
14,2010/07/31,297637,92,236589,263,,null,1025,2265292201,26.3,7.094,389.704,,3.475,244.213,0.00948,0.0556,475,1.341,0.0664,bitcoin,btc
15,2010/08/01,273081,125,218064,331,,null,16490,2671612580,26.301,6.025,351.033,,45.301,244.213,0.00755,null,620,3.053,0.0611,bitcoin,btc
16,2010/08/02,248468,156,219511,335,,null,3893,2982826783,26.233,5.95,356.388,,9.782,244.213,0.00443,null,627,3.063,0.0613,bitcoin,btc
17,2010/08/03,234431,421,215757,596,,null,2429,2904903911,26.279,6.344,743.899,,3.748,244.213,null,0.0278,974,0.879,0.06,bitcoin,btc
18,2010/08/04,264328,196,215175,465,,null,2005,2741851411,26.179,5.926,408.045,,4.57,244.213,null,null,731,2.984,0.0597,bitcoin,btc
19,2010/08/05,206592,297,215538,544,,null,2430,3141922058,26.228,6.606,846.908,,4.718,259.068,null,0.0278,819,2.978,0.0596,bitcoin,btc
20,2010/08/06,142793,212,225626,369,,null,1155,3199053766,26.194,9.796,676.122,,3.217,352.161,null,null,638,0.256,0.0622,bitcoin,btc
21,2010/08/07,178048,118,217898,245,,null,1514,2608076740,26.171,9.29,559.974,,5.545,352.161,0.0689,0.0348,514,1.438,0.0599,bitcoin,btc
22,2010/08/08,190690,192,218545,387,,null,616.346,3128125022,26.149,7.236,448.196,,1.585,352.161,null,null,584,0.151,0.06,bitcoin,btc
23,2010/08/09,181613,234,241092,442,,null,5060,3451603021,26.326,7.579,1483,,12.034,352.161,0.0823,null,778,3.57,0.066,bitcoin,btc
24,2010/08/10,198271,149,252878,299,,null,2337,3323478837,26.26,7.539,394.817,,6.874,352.161,null,0.0278,590,3.45,0.069,bitcoin,btc
25,2010/08/11,196830,179,233328,362,,null,3479,3758454224,26.444,6.18,415.854,,8.46,352.161,null,0.08,701,3.175,0.0635,bitcoin,btc
26,2010/08/12,192848,175,254341,353,,null,1083,3882076899,26.314,6.636,378.806,,2.764,352.161,null,0.0835,579,3.45,0.069,bitcoin,btc
27,2010/08/13,179694,301,242150,529,,null,2297,3918463385,26.404,6.698,756.344,,4.451,352.161,null,0.0591,847,3.275,0.0655,bitcoin,btc
28,2010/08/14,221718,153,245635,355,,null,1063,4198187090,26.337,5.125,411.21,,2.473,352.161,null,null,563,3.313,0.0663,bitcoin,btc
29,2010/08/15,118179,108,246175,226,,null,1119,5792904430,26.3,6.957,322.952,,3.552,389.944,null,null,425,3.307,0.0661,bitcoin,btc
30,2010/08/16,127034,306,240142,449,,null,4352,3723240584,26.438,9.796,968.878,,9.826,511.774,0.0135,0.0522,772,4.602,0.0643,bitcoin,btc
31,2010/08/17,123209,189,253348,320,,null,3387,3546715851,26.571,11.163,594.527,,10.652,511.774,null,null,494,3.388,0.0678,bitcoin,btc
32,2010/08/18,137974,244,258448,387,,null,2580,3326153695,26.535,10.827,1925,,6.842,511.774,0.0362,null,726,3.45,0.069,bitcoin,btc
33,2010/08/19,131465,190,252547,301,,null,1373,3455494630,26.516,10.667,542.652,,4.225,511.774,null,0.0278,470,3.365,0.0673,bitcoin,btc
34,2010/08/20,154681,230,248490,385,,null,1955,4123747293,26.561,7.461,514.834,,4.622,511.774,null,null,656,3.305,0.0661,bitcoin,btc
35,2010/08/21,122606,169,248562,332,,null,2551,4652854684,26.525,8.324,458.422,,7.459,511.774,null,0.0348,528,3.298,0.066,bitcoin,btc
36,2010/08/22,139665,154,247433,324,,null,1337,4971164317,26.541,6.792,391.557,,3.654,511.774,null,null,586,3.275,0.0655,bitcoin,btc
37,2010/08/23,128841,156,247957,352,,null,1164,5410490997,26.523,6.761,407.108,,3.153,511.774,null,null,653,3.273,0.0655,bitcoin,btc
38,2010/08/24,128665,164,246754,336,,null,1370,5427414403,26.564,6.698,755.126,,3.615,511.774,0.0172,null,632,3.248,0.065,bitcoin,btc
39,2010/08/25,125588,149,249910,338,,null,1044,5641324734,26.484,6.667,334.458,,2.86,511.774,null,null,499,3.28,0.0656,bitcoin,btc
40,2010/08/26,124015,158,246034,314,,null,917.558,5452582474,26.483,6.857,481.548,,2.493,516.557,null,0.0278,652,0.317,0.0644,bitcoin,btc
41,2010/08/27,94437,123,247093,253,,null,1851,5839636296,26.54,8.421,393.994,,6.296,623.387,null,0.0278,497,3.225,0.0645,bitcoin,btc
42,2010/08/28,99090,169,247836,311,,null,1073,5537117890,26.457,8.471,526.465,,3.166,623.387,2.6E-8,0.0348,527,0.646,0.0646,bitcoin,btc
43,2010/08/29,103425,98,247616,241,,null,553.699,5039874543,26.369,8.889,332.691,,2.13,623.387,0.00753,0.0348,390,0.349,0.0644,bitcoin,btc
44,2010/08/30,102550,180,249814,316,,null,896.538,4706695827,26.312,9.664,590.483,,2.725,623.387,0.00883,null,522,0.248,0.0648,bitcoin,btc
45,2010/08/31,107623,257,239749,387,,null,2489,5304821005,26.4,7.826,895.864,,5.65,623.387,0.00373,0.0731,734,3.103,0.0621,bitcoin,btc
46,2010/09/01,91634,223,241850,365,,null,1796,5349934742,26.366,9.172,813.592,,4.726,623.387,0.00174,0.0244,603,0.686,0.0625,bitcoin,btc
47,2010/09/02,99823,165,241370,259,,null,2161,4860204896,26.355,9.231,526.974,,6.731,623.387,null,0.0244,543,3.119,0.0622,bitcoin,btc
48,2010/09/03,100891,155,236898,315,,null,1819,4951727104,26.344,8.78,426.171,,5.702,623.387,null,null,500,6.163,0.0609,bitcoin,btc
49,2010/09/04,104237,93,240865,242,,null,1856,5366881132,26.361,7.956,328.414,,6.774,623.387,null,null,451,6.166,0.0618,bitcoin,btc
50,2010/09/05,95627,146,242245,296,,null,8510,5351068779,26.434,8.727,465.139,,27.365,623.387,0.000258,null,548,3.103,0.062,bitcoin,btc
51,2010/09/06,96359,120,243246,260,,null,4699,5095396019,26.402,9.114,424.88,,16.902,623.387,2.93E-9,0.0278,511,3.108,0.0622,bitcoin,btc
52,2010/09/07,102562,122,240403,245,,null,1118,4781518950,26.365,9,386.781,,3.965,623.387,null,null,403,3.065,0.0613,bitcoin,btc
53,2010/09/08,92295,174,241680,306,,null,1085,5497292943,26.296,8.727,479.806,,3.202,696.613,4.72E-9,null,545,0.109,0.0615,bitcoin,btc
54,2010/09/09,75979,189,240631,313,,null,2088,5428655621,26.265,10.667,633.726,,6.444,712.885,0.00279,0.0244,514,3.055,0.0611,bitcoin,btc
55,2010/09/10,96126,183,242208,312,,null,870.212,5652888035,26.25,8.136,480.203,,2.417,712.885,2.22E-9,null,541,0.307,0.0614,bitcoin,btc
56,2010/09/11,84203,145,248207,280,,null,641.512,5964655844,26.207,9,424.7,,2.103,712.885,null,null,433,0.245,0.0628,bitcoin,btc
57,2010/09/12,89056,202,244827,373,,null,1147,6141554977,26.27,8.136,619.424,,3.028,712.885,0.00318,null,711,0.0788,0.0618,bitcoin,btc
58,2010/09/13,85159,265,246505,457,,null,7275,6233335266,26.115,8.421,695.836,,16.686,712.885,1.92E-9,null,718,0.745,0.0621,bitcoin,btc
59,2010/09/14,95834,221,246678,388,,null,1878,6566059092,26.035,7.094,517.32,,4.429,712.885,0.000182,null,664,3.1,0.062,bitcoin,btc
60,2010/09/15,80509,261,245133,430,,null,2453,6449596169,25.982,8.521,686.669,,5.704,712.885,null,0.0244,662,2.144,0.0615,bitcoin,btc
61,2010/09/16,98507,219,247451,363,,null,2141,6880790711,26.084,6.575,470.575,,4.887,712.885,null,null,685,3.095,0.0619,bitcoin,btc
62,2010/09/17,80260,153,240293,319,,null,4514,7767563974,26.667,6.923,645.538,,12.503,712.885,null,0.0278,1003,2.997,0.0599,bitcoin,btc
63,2010/09/18,89729,162,241137,338,,null,2617,7924001966,26.714,6.076,371.608,,6.56,712.885,0.00374,0.0313,562,3,0.06,bitcoin,btc
64,2010/09/19,64989,146,249124,311,,null,3160,9938049965,26.852,6.89,428.684,,8.902,893.316,null,null,654,5.014,0.0618,bitcoin,btc
65,2010/09/20,66459,262,250962,458,,null,2580,9484313063,26.904,7.094,611.389,,5.549,917.831,null,0.0487,705,0.745,0.0621,bitcoin,btc
66,2010/09/21,62604,638,254732,899,,null,1742,8637197672,26.87,8.372,1474,,2.151,917.831,1.48E-9,null,1216,0.156,0.0629,bitcoin,btc
67,2010/09/22,69214,499,252735,782,,null,2782,7824661385,26.8,8.276,1163,,4.133,917.831,null,null,1039,0.0361,0.0623,bitcoin,btc
68,2010/09/23,79759,421,253093,663,,null,7875,9124979268,27.009,6.154,752.632,,12.023,917.831,null,null,1049,1.057,0.0622,bitcoin,btc
69,2010/09/24,66077,273,253576,530,,null,1202,10721684791,27.064,6.316,532.197,,2.399,917.831,null,0.0522,807,1.199,0.0621,bitcoin,btc
70,2010/09/25,63666,325,254162,563,,null,1860,10097932369,27.186,6.957,696.256,,3.497,917.831,null,0.0313,825,0.0528,0.0621,bitcoin,btc
71,2010/09/26,68976,195,254415,387,,null,1394,9216289562,27.264,7.024,504.649,,3.486,917.831,null,0.0591,623,0.238,0.062,bitcoin,btc
72,2010/09/27,70371,374,255503,649,,null,2073,10109067877,27.629,6.288,876.672,,3.439,917.831,0.000282,0.0244,1269,0.139,0.0621,bitcoin,btc
73,2010/09/28,60835,279,255390,429,,null,5057,10792251626,28.762,6.792,1141,,10.302,978.335,0.0239,0.0244,1699,2.441,0.0619,bitcoin,btc
74,2010/09/29,40379,811,256150,912,,null,5810,12581521704,28.753,8.78,2119,,5.974,1319,null,0.0731,1198,6.445,0.062,bitcoin,btc
75,2010/09/30,46853,219,256099,380,,null,2573,9631931793,28.677,9.863,671.959,,7.048,1319,null,null,638,1.203,0.0618,bitcoin,btc
76,2010/10/01,46051,430,257006,613,,null,3609,10355743338,28.642,9.351,1024,,6.181,1319,0.00988,0.0455,847,0.769,0.0619,bitcoin,btc
77,2010/10/02,37368,401,256278,561,,null,22430,8247666129,29.188,14.4,1736,,44.77,1319,0.000194,0.0725,780,0.123,0.0616,bitcoin,btc
78,2010/10/03,51495,255,254983,455,,null,4640,7256115406,29.187,11.803,857.459,,12.309,1319,0.000188,0.0519,672,5.207,0.0613,bitcoin,btc
79,2010/10/04,51311,254,255315,456,,null,34053,9131009174,28.906,9.412,831.601,,83.668,1319,2.07E-8,0.036,828,17.413,0.0612,bitcoin,btc
80,2010/10/05,43227,245,256431,454,,null,11895,8948558152,28.974,11.429,920.071,,32.061,1319,null,0.0804,704,14.832,0.0614,bitcoin,btc
81,2010/10/06,55017,236,259976,435,,null,7552,9659237036,28.912,8.421,629.673,,18.555,1319,2.2E-8,0.0402,692,3.107,0.0622,bitcoin,btc
82,2010/10/07,47154,180,272850,347,,null,8292,11044743033,29.44,9,587.513,,24.387,1319,null,0.0174,647,12.715,0.0651,bitcoin,btc
83,2010/10/08,56175,209,323006,392,,null,11781,10543606653,29.631,9.351,783.409,,32.454,1319,null,0.0314,813,12.582,0.0769,bitcoin,btc
84,2010/10/09,68255,243,371894,440,,null,16413,10231600983,29.871,9.114,823.924,,40.929,1319,null,0.0775,750,12.161,0.0884,bitcoin,btc
85,2010/10/10,76946,185,399357,396,,null,11204,10959330235,30.084,8.09,549.596,,30.917,1319,null,null,623,9.624,0.0948,bitcoin,btc
86,2010/10/11,66635,183,392809,372,,null,5102,11095467774,29.981,9.057,575.585,,14.918,1319,2.56E-8,null,631,6.284,0.093,bitcoin,btc
87,2010/10/12,67239,197,399684,396,,null,7374,10886289472,29.971,9.29,617.742,,20.949,1363,null,null,646,4.115,0.0945,bitcoin,btc
88,2010/10/13,76105,188,417586,408,,null,11254,11389933710,30.109,8.182,788.705,,30.917,1378,0.0077,0.0159,926,4.925,0.0985,bitcoin,btc
89,2010/10/14,82496,162,438632,388,,null,18369,12828600160,30.282,7.024,487.815,,50.052,1378,null,0.0317,634,92.925,0.103,bitcoin,btc
90,2010/10/15,68560,151,436496,372,,null,15013,13231141686,30.194,8.136,450.746,,45.771,1378,null,0.0159,581,62.283,0.103,bitcoin,btc
91,2010/10/16,87760,183,428869,455,,null,19918,14772707236,30.373,5.581,487.981,,45.166,1378,null,0.0502,933,118.54,0.101,bitcoin,btc
92,2010/10/17,71787,187,436585,479,,null,11066,19181748985,30.401,5.333,406.5,,24.215,1378,null,0.0442,752,25.5,0.102,bitcoin,btc
93,2010/10/18,71548,330,440968,644,,null,22342,17870719558,30.578,5.783,653.683,,38.587,1378,0.000282,0.0159,947,15.405,0.103,bitcoin,btc
94,2010/10/19,77245,668,424161,1113,,null,26165,16322160651,30.377,5.625,1084,,28.317,1378,null,0.028,1408,3.94,0.0985,bitcoin,btc
95,2010/10/20,75347,449,429740,842,,null,19866,17431259660,30.434,5.455,787.659,,27.863,1378,null,0.0862,1183,4.975,0.0995,bitcoin,btc
96,2010/10/21,40308,366,442318,639,,null,19022,23556942545,30.415,7.742,890.903,,34.459,1962,0.000126,0.0719,994,5.105,0.102,bitcoin,btc
97,2010/10/22,46652,448,456965,710,,null,13623,17372529323,30.442,9.351,1182,,22.629,2149,null,0.042,972,1.119,0.105,bitcoin,btc
98,2010/10/23,51343,342,464277,618,,null,4606,18192620874,30.449,8.229,821.537,,8.909,2149,0.000864,0.0503,835,2.167,0.107,bitcoin,btc
99,2010/10/24,59450,347,485933,626,,null,11685,19224996154,30.427,7.024,707.171,,21.169,2149,null,0.0676,851,1.394,0.112,bitcoin,btc
100,2010/10/25,50213,207,485067,462,,null,16656,22446334888,30.432,7.094,575.99,,40.625,2149,null,0.0423,752,84.172,0.111,bitcoin,btc
101,2010/10/26,70400,277,620193,620,,null,25686,24245320081,30.586,5.975,554.826,,49.589,2149,null,0.0402,866,96.889,0.142,bitcoin,btc
102,2010/10/27,73097,355,743514,695,,null,34177,24673808205,30.682,6.761,828.333,,60.185,2149,null,0.0402,1117,101.61,0.169,bitcoin,btc
103,2010/10/28,86496,267,786908,593,,null,33547,22635364148,30.612,6.575,647.174,,69.027,2149,null,0.0402,998,94.853,0.179,bitcoin,btc
104,2010/10/29,84142,244,815999,494,,null,15920,24508588090,30.493,6.457,648.83,,34.089,2149,null,0.0333,848,9.248,0.185,bitcoin,btc
105,2010/10/30,94821,174,854774,417,,null,11303,25679308021,30.451,5.714,394.782,,26.534,2186,null,0.0363,659,18.797,0.193,bitcoin,btc
106,2010/10/31,52133,128,857209,300,,null,12543,33176750230,30.533,8.045,460.128,,40.857,3092,null,0.071,572,11.89,0.193,bitcoin,btc
107,2010/11/01,63401,174,862272,354,,null,8198,27080073783,30.524,8.136,500.271,,23.356,3092,null,0.0317,597,0.97,0.194,bitcoin,btc
108,2010/11/02,62473,110,859090,276,,null,12061,27172132651,30.554,8.182,368.341,,42.172,3092,null,0.0603,458,52.878,0.193,bitcoin,btc
109,2010/11/03,63363,157,863242,354,,null,11023,29004124581,30.49,7.579,440.447,,31.766,3092,null,0.0603,574,9.673,0.193,bitcoin,btc
110,2010/11/04,72102,141,958988,336,,null,33615,29891411212,30.486,7.164,432.716,,98.32,3092,null,0.0285,607,32.168,0.214,bitcoin,btc
111,2010/11/05,79547,223,1053471,444,,null,9874,32355635057,30.533,6.575,624.639,,22.34,3092,null,0.0666,835,5.312,0.235,bitcoin,btc
112,2010/11/06,110082,176,1464669,409,,null,41250,32279453499,30.607,6.606,447.642,,104.697,3092,null,null,596,16.3,0.326,bitcoin,btc
113,2010/11/07,132425,210,1823996,438,,null,36350,36852561920,30.518,5.975,447.195,,80.598,3092,null,0.0381,690,20.25,0.405,bitcoin,btc
114,2010/11/08,103778,240,1329677,487,,null,147061,39015202980,31.205,5.236,763.556,,285.555,3092,0.013,0.0444,1571,32.063,0.294,bitcoin,btc
115,2010/11/09,54630,192,1073503,393,,null,12260,47070489705,31.151,6.636,465.521,,29.997,3671,null,0.0444,648,11.85,0.237,bitcoin,btc
116,2010/11/10,52411,194,1021590,410,,null,13173,43573696532,30.984,7.094,468.025,,33.181,4536,null,0.0317,651,22.5,0.225,bitcoin,btc
117,2010/11/11,48773,176,1030700,379,,null,9427,50851677595,30.914,6.575,429.356,,23.865,4536,null,0.0476,601,18.914,0.227,bitcoin,btc
118,2010/11/12,49021,117,1133761,271,,null,8374,42843968338,30.889,8.521,386.84,,29.278,4536,null,null,456,27.775,0.249,bitcoin,btc
119,2010/11/13,71528,120,1286441,334,,null,10727,43880907479,30.765,6.457,364.704,,31.274,4536,null,0.0381,579,14.075,0.282,bitcoin,btc
120,2010/11/14,64959,160,1271347,400,,null,9828,54684480053,30.854,5.625,479.965,,23.626,4536,null,0.0381,901,7.216,0.278,bitcoin,btc
121,2010/11/15,54602,4671,1256983,4121,,null,71680,50114217455,30.8,7.2,8706,,14.717,4536,0.00501,0.232,4396,7.199,0.274,bitcoin,btc
122,2010/11/16,55820,8908,1130948,3006,,null,25653,43347571863,30.76,7.31,10873,,10.199,4536,null,0.0761,3365,12.283,0.246,bitcoin,btc
123,2010/11/17,53690,188,1044784,453,,null,14059,52089200697,30.836,5.83,424,,32.319,4536,null,0.0444,675,18.682,0.226,bitcoin,btc
124,2010/11/18,49456,1237,1133163,412,,null,14560,63645206178,30.77,5.603,1294,,9.755,4917,null,0.0476,632,0.0147,0.245,bitcoin,btc
125,2010/11/19,29881,9482,1271768,357,,null,14856,68811370966,30.735,9.6,14500,,1.548,6867,0.00108,0.0634,641,0.00274,0.274,bitcoin,btc
126,2010/11/20,38601,9615,1307999,610,,null,44762,42304498447,30.857,12.414,18970,,4.603,6867,0.0174,0.0571,784,0.00282,0.282,bitcoin,btc
127,2010/11/21,42176,9904,1286487,528,,null,34823,45902824334,30.839,10.286,16354,,3.47,6867,0.0151,0.0381,758,0.00277,0.277,bitcoin,btc
128,2010/11/22,43635,180,1305266,370,,null,8797,52328619860,30.826,8.834,546.804,,25.649,6867,0.0131,0.0285,624,14.909,0.28,bitcoin,btc
129,2010/11/23,38518,201,1319591,369,,null,12053,51384598983,30.903,10.286,672.486,,35.347,6867,0.0116,0.0603,660,14.614,0.283,bitcoin,btc
130,2010/11/24,44433,3759,1322715,544,,null,10919,56362618925,31.016,8.136,5420,,2.776,6867,0.00225,0.0634,963,0.00283,0.283,bitcoin,btc
131,2010/11/25,46749,4802,1317164,611,,null,14232,54446529924,31.079,7.956,9437,,2.856,6867,null,null,912,0.0844,0.281,bitcoin,btc
132,2010/11/26,40527,1120,1321797,870,,null,25099,67425767018,31.085,7.423,1833,,19.103,6867,0.00447,0.133,1197,1.408,0.282,bitcoin,btc
133,2010/11/27,38775,265,1333957,474,,null,6888,65849479831,31.053,8,664.289,,15.479,6867,0.000373,0.0761,822,2.428,0.284,bitcoin,btc
134,2010/11/28,41305,282,1302591,480,,null,6714,57569464040,31.047,8.372,634.238,,14.789,6867,null,0.0381,706,4.165,0.277,bitcoin,btc
135,2010/11/29,40278,245,1200902,469,,null,8827,66016916855,31.002,6.89,611.005,,19.442,6867,0.000532,0.0888,900,3.341,0.254,bitcoin,btc
136,2010/11/30,28759,252,1036117,498,,null,13088,76929526491,31.141,7.129,564.658,,28.829,7167,0.000178,0.133,797,2.191,0.219,bitcoin,btc
137,2010/12/01,28174,324,1035723,589,,null,12027,72899818026,31.328,7.66,788.479,,23.491,8078,0.000672,0.0888,1109,3.949,0.219,bitcoin,btc
138,2010/12/02,28953,272,1147016,477,,null,14793,78406952216,31.576,7.66,615.58,,32.159,8078,0.00108,0.0603,812,3.737,0.242,bitcoin,btc
139,2010/12/03,30937,195,1192236,410,,null,6910,76525043468,31.814,7.619,604.603,,17.995,8078,0.000208,0.0793,881,2.831,0.251,bitcoin,btc
140,2010/12/04,30714,189,1096732,459,,null,14997,85742230088,31.866,6.288,498.55,,35.879,8078,0.000211,0.0761,729,2.013,0.23,bitcoin,btc
141,2010/12/05,26287,195,979869,454,,null,4392,93193339952,31.896,6.025,408.146,,10.121,8078,0.000559,0.0729,695,1.353,0.205,bitcoin,btc
142,2010/12/06,26681,224,1027841,493,,null,20598,96876766484,31.665,5.975,421.975,,44.298,8078,0.000778,0.0285,734,0.702,0.215,bitcoin,btc
143,2010/12/07,27558,334,1025142,644,,null,18528,92537558498,31.6,6.025,672.054,,32.346,8078,0.00118,0.105,1142,2.022,0.213,bitcoin,btc
144,2010/12/08,29527,285,1152903,575,,null,7097,96482613877,31.603,6.05,542.458,,13.571,8078,0.000617,0.171,903,1.137,0.239,bitcoin,btc
145,2010/12/09,23328,263,1028300,524,,null,9051,101807213091,31.525,6.457,569.915,,18.623,8228,0.000618,0.0761,835,6.39,0.213,bitcoin,btc
146,2010/12/10,14255,226,977448,430,,null,5382,104157492141,31.573,9.796,623.333,,14.428,12252,0.00157,0.0634,636,5.215,0.202,bitcoin,btc
147,2010/12/11,19049,375,1045083,708,,null,17203,99058345713,31.587,8.229,881.874,,31.278,12252,0.00197,0.0571,1070,4.721,0.216,bitcoin,btc
148,2010/12/12,17016,472,1038959,747,,null,10227,107530636169,31.531,8.421,973.058,,15.906,12252,0.00237,0.317,1194,2.518,0.214,bitcoin,btc
149,2010/12/13,15827,505,1069970,766,,null,39314,98003509103,31.82,10.213,1673,,60.857,12252,0.00565,0.222,1676,11,0.22,bitcoin,btc
150,2010/12/14,21497,482,1158192,794,,null,27659,94578789518,31.767,8.421,953.509,,42.357,12252,0.000775,0.0444,1137,36.858,0.238,bitcoin,btc
151,2010/12/15,21602,446,1180486,772,,null,27336,109766125955,31.702,7.347,837.857,,42.579,12252,0.00099,0.108,1085,60.49,0.242,bitcoin,btc
152,2010/12/16,18594,358,1192818,606,,null,20675,113501445626,31.649,8.324,804.312,,38.937,12252,0.00178,0.092,949,42.688,0.244,bitcoin,btc
153,2010/12/17,18985,296,1197451,514,,null,15425,106896789204,31.636,8.675,905.211,,33.388,12252,0.00441,0.0476,796,12.225,0.245,bitcoin,btc
154,2010/12/18,20071,338,1201197,589,,null,20367,98205138442,31.593,8.944,790.72,,40.815,12252,0.00122,0.0983,858,24.485,0.245,bitcoin,btc
155,2010/12/19,21741,367,1199237,620,,null,23922,103273410661,31.428,7.826,952.538,,43.416,12252,0.00189,0.213,1088,3.368,0.244,bitcoin,btc
156,2010/12/20,18575,773,1248252,1027,,null,21078,108518143855,31.477,9.057,1608,,22.615,12252,0.00102,0.092,1461,5.281,0.254,bitcoin,btc
157,2010/12/21,21750,434,1232762,762,,null,25401,112070125172,31.216,7.385,852.138,,40.383,12607,0.00164,0.0793,1089,12.5,0.25,bitcoin,btc
158,2010/12/22,15171,502,1220279,799,,null,20433,128626054721,31.267,9.114,1147,,30.959,14484,0.00295,0.0476,1210,10.68,0.247,bitcoin,btc
159,2010/12/23,17310,374,1232226,708,,null,15616,104290306148,31.229,9.931,1038,,30.182,14484,0.00115,0.206,1018,12.45,0.249,bitcoin,btc
160,2010/12/24,17217,383,1234032,626,,null,15041,107023126448,31.193,9.73,919.885,,28.326,14484,0.00147,0.143,851,11.703,0.249,bitcoin,btc
161,2010/12/25,18460,466,1234385,831,,null,28003,113170756356,31.216,8.571,915.28,,44.169,14484,0.00109,0.0952,1076,63.819,0.249,bitcoin,btc
162,2010/12/26,17194,439,1279977,773,,null,18032,108554679106,31.171,9.931,1065,,30.876,14484,0.00175,0.149,1028,39.869,0.257,bitcoin,btc
163,2010/12/27,19108,360,1284582,628,,null,22322,112067203941,31.301,8.675,1025,,44.89,14484,0.00135,0.0507,1140,12.9,0.258,bitcoin,btc
164,2010/12/28,18317,492,1356546,789,,null,15401,125482592137,31.236,8.521,1033,,23.299,14484,0.00164,0.0507,1030,8.501,0.272,bitcoin,btc
165,2010/12/29,19367,348,1426287,623,,null,31647,121622346218,31.021,8.727,899.552,,61.691,14484,0.00243,0.0666,990,14.275,0.286,bitcoin,btc
166,2010/12/30,21295,424,1478682,718,,null,19089,117257266251,30.947,8.521,971.817,,32.191,14484,0.00153,0.121,1091,14.775,0.296,bitcoin,btc
167,2010/12/31,20261,393,1503735,668,,null,17822,119937610770,30.82,8.889,870.284,,32.117,14484,0.000407,0.0603,898,12.798,0.3,bitcoin,btc
168,2011/01/01,21434,478,1486083,823,,null,16353,124982974311,30.774,7.956,1029,,24.815,14484,0.00136,0.0427,1077,14.016,0.296,bitcoin,btc
169,2011/01/02,20155,394,1495199,685,,null,13842,129060108832,30.723,8.229,942.686,,24.328,14484,0.00145,0.0381,1051,14.809,0.297,bitcoin,btc
170,2011/01/03,16756,972,1473717,956,,null,19774,136172171732,30.724,9.231,2401,,17.53,15910,0.0108,0.0863,1398,0.0497,0.293,bitcoin,btc
171,2011/01/04,17770,838,1501129,845,,null,11956,118021531818,30.689,10.213,1697,,12.212,16307,0.000519,0.0717,1078,0.198,0.297,bitcoin,btc
172,2011/01/05,18980,1156,1488066,1035,,null,14551,119469611458,30.739,9.351,2377,,11.111,16307,0.00137,0.0517,1540,0.116,0.294,bitcoin,btc
173,2011/01/06,16612,553,1510679,775,,null,9547,126682369770,30.672,10.213,1461,,13.757,16307,0.00148,0.135,1161,1.433,0.299,bitcoin,btc
174,2011/01/07,21356,856,1564730,935,,null,17456,118550926770,30.63,8.78,1596,,17.117,16307,0.000778,0.15,1254,4.333,0.309,bitcoin,btc
175,2011/01/08,18771,1266,1604317,1199,,null,18637,143117296268,30.626,8.471,2198,,12.98,16307,0.000236,0.0365,1473,0.948,0.316,bitcoin,btc
176,2011/01/09,20750,1060,1642113,1069,,null,12364,126847090767,30.642,8.834,2063,,10.109,16307,0.00198,0.126,1383,1.537,0.323,bitcoin,btc
